url,video_id,commenter_id,commenter_name,comment_text,replies,published_at,Toxic_flag,Toxic_type,lang
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@harikrishna5666,@harikrishna5666,"Pushpa 2 devara guntur karama ni flop ani target chesaru mega family fans
Now karma returns to mega family fans",,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@200kwid,@200kwid,pushpa movie evadoo chudakunte flop avthadhi anta mari eh movie rooju chusi blockbuster chestharu,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@dadigovardhan2276,@dadigovardhan2276,Venky bala krishna hit kotadathaaru,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@SoniAnuhya,@SoniAnuhya,Game-changer movie chala bagundi,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@PawanKalyan244,@PawanKalyan244,సినిమా చూసా ఇది ఒక బొక్కలో సినిమా అని తెలిసింది దయచేసి ఈ సినిమా ఒక్క సారి అయినా చూడండి లేదంటే సినిమా తీసినా వాడు బిచ్చం ఎత్తుకుంటాడు,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@MalladiSriramkumar,@MalladiSriramkumar,అన్న సినిమా కొంచెం mixed టాక్ వచ్చింది అది పక్కన పెట్టేదాం.... మాట్లాడుతున్నాడే వాడుకు చెబుతున్న ఒరేయ్ పుష్ప మీకు ఎలా నచ్చింద్ర పోలీస్ నీ అంతలా ఆవుమానించి ఉచ్చ తగిపించి దొంగోడికి మంచి బిరుదులు ఇచ్చి ఏంటవి అది మంచి సినిమా మీలాంటి పిచ్చి నా కొడుకులు ఉన్నంత వరకు మన తెలుగు రాష్ట్రాలు ఇలానే ఉంటాయ్ జై బాలయ్య.... మూవీ చూసి ఆనందించాలి అంతే నచ్చితే నవ్వు లేకుంటే ఏడ్చు నీ ఒక్కడి గురించి ఐతే ఈ మూవీ తియ్యలేదు,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@MuammerSenay,@MuammerSenay,Fair betting and good odds on 4rabet. Winnings come easy and fair.,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@seeribabu4522,@seeribabu4522,Flop cinema flop cinema flop cinema flop cinema,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@RavinderRajGuru,@RavinderRajGuru,Utter flopp... First half nunche lechi vachestunnaru,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@rahulmenda3699,@rahulmenda3699,I thought the first guy was speaking truth until he said ram Charan acting is bad. Ram Charan acting is best in this movie,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@vasuborra7656,@vasuborra7656,Plastic surgery  moham ramcharan gadi fans here,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@VenkatAmbati-be1br,@VenkatAmbati-be1br,Movie blockbuster,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@varmascombo,@varmascombo,"ఇప్పుడు తెలుస్తుంది మీకు అల్లు అర్జున్, ప్రభాస్, ఎన్టీఆర్, ఎంబి ఫ్యాన్స్ విలువెంటో , దూల దిరింద్ది మెగా ఫ్యాన్స్ కు, ఈ దెబ్బతో అహం దిగిపోవాలి... జై జై అల్లు అర్జున్....",,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@ksranjinailu5448,@ksranjinailu5448,సీజ్ ది గేమ్ ఛేంజర్ మూవీ.,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@vinayakraopasunuru3520,@vinayakraopasunuru3520,"EXPECTED, PREDICTED AND BECAME TRUE",,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@nareshtuppaki3552,@nareshtuppaki3552,Pushpa yem chusavu yenduku band cheya ledu,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@AngelitaGreenlee,@AngelitaGreenlee,Yeaaah BeTting on f0urRabet can be fun but the REcalcuLATIONS are so unpredictable makes it stressful,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@karnradhe6750,@karnradhe6750,Pushpa move thisinappudu em pikinav raa mari appudu rale mari.,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@SanjayBhargavi,@SanjayBhargavi,Super anna,,3 months ago,,,unknown
https://www.youtube.com/watch?v=EuuD_xTVwTM,EuuD_xTVwTM,@Gopiyadav190,@Gopiyadav190,గేమ్ ఛేంజర్ రొటీన్ స్టోరీ స్క్రీన్ ప్లే మరియు డైరెక్షన్ సూపర్ కానీ హీరో నటన చెత్త పాటలు చెత్త ఫ్లాప్ సినిమా 1/5 నా సమీక్ష,,3 months ago,,,unknown
